index_f,Nuovo ID,hallow_back,rilegatura_moderna,Colonna1,Collocazione,roman_converted,disambiguatore,numero_del_codice,numerazione_araba,numerazione_romana_alternativa,ulteriore_numerazione_arabaoromana,identificativo_parte,Spagnolo,note,titolo,materiale,datazione_i,datazione_i,datazione_f,lingua,fogli,altezza,ampiezza,rilegatura,tipo_rilegatura,materiale_rilegatura,palinsesto,testo_indistinto,danni_fuoco,cancro_pergamena,margini_danneggiati,danni_umidita,restaurato,anno_restauro,dorature,disegni,miniato,colori,rosso,blue,preferred_manifest_url
116,m0106_0,,,,[VIII 1 12],106,_0,CVI,99,,,,189-190,,"Martirologium, Orationes et Ordo",membranaceo,800,801,1000,,64,236,155,rilegato,cartoncino,,,,,,1,,,,,1,,1,,,
117,m0107_0,,,,[I 2 1],107,_0,CVII,100,,,,191-193,,"Antiphonae, Responsoria et Hymni com notis musicis",membranaceo,975,975,1000,,125,187,123,rilegato,cartoncino,,,,,,,,1,1960,,1,1,1,1,,
118,m0108_0,,1,,[I 2 2],108,_0,CVIII,101,,,,194-195,,"Psalterium com Canticis, Antiphonis, et Hymnis cum notis musicis",membranaceo,1100,1101,1200,,230,303,212,rilegato,,,,,,,,1,,,1,1,,1,1,1,
119,m0109_0,,,,[I 2 3],109,_0,CIX,12,,,,196-199,,Hymni et Capitula cum notis musicis,membranaceo,1000,1001,1025,,190,220,145,rilegato,cartoncino,,,,,,,,,,,1,,1,1,,
120,m0110_0,,,,[I 2 4],110,_0,CX,103,,,,199-202,,Sacramentarium veronense,membranaceo,1050,1051,1100,,236,370,235,rilegato,"assi ricoperte di pelle, impressa con placche di metallo impresse",,,,,,,,,,,1,,1,1,,
121,m0111_0,,1,,[I 2 5],111,_0,CXI,104,,,,202,cc. 91v-92r rescritti,Expositiones in sacras Scripturas,membranaceo,1200,1201,1400,,94,210,158,rilegato,cartoncino,,1,,,,,,1,1960,,,,,1,,
122,m0112_0,,,,[I 2 6],112,_0,CXII,105,,,,203-204,,"Vita S. Zenonis ep. Ve., Sulpicii Severi, Vita S. Martini, Dialogi et alia",cartaceo,1400,1401,1500,,72,297,205,rilegato,pelle,,,,,,,,,,,,,,,,
123,m0113_0,,,,[I 2 7],113,_0,CXIII,214,,,,204-206,,"Vita sanctorum, Homiliae et Epistulae SS. Patrum et alia",cartaceo,1500,1501,1500,,189,,,rilegato,,,,,,,,,,,,,,,,,
124,m0114_0,,,,[I 2 8],114,_0,CXIV,106,,,,207,,Ratherii epi. veron. Opera varia,cartaceo,1700,1701,1800,,189,336,210,rilegato,pergamena,,,,,,,,,,,1,,1,,,
125,m0115_0,,,,[I 2 9],115,_0,CXV,106A,,,,208,,B. Pauli apostoli Epistulae cum glossis,membranaceo,1100,1101,1200,,154,260,170,rilegato,assi coperte di pelle impressa,,,,,,,,,,,,1,,,,
126,m0116_0,,1,,[I 2 10],116,_0,CXVI,106B,,,,208,,S. Iohannis Evangelium cum glossis,membranaceo,1100,1101,1300,,96,260,170,rilegato,assi,,,,,,,,,,,,,,1,,
127,m0117_0,,,,[I 2 11],117,_0,CXVII,107,,,,209,,Κατάλογος etc. Catalogus grecor. scriptor.,cartaceo,1500,1501,1600,greco,109,290,128,rilegato,pergamena,pergamena,,,,,,,,,,,,,,,
128,m0118_0,,,,[I 2 12],118,_0,CXVIII,108,,,,209-210,,῍Ενθεσις τοῦ Ψαλτής Expositio Psalteriis et Cant. cantic. ex autoribus graecis,membranaceo,1100,1101,1200,greco,216,305,220,rilegato,,,,,,,,,,,,,,,,,
129,m0119_0,,,,[I 2 13],119,_0,CXIX,109,,,,210,,Κυρίλλου Αλεξανδ. etc. Cyrilli Arch. Alexandr. in Psalmos fragmenta,membranaceo,600,601,900,greco,1,144,85,raccolte di fogli,,,,,,,,,,,,,,,,,
130,m0120_0,,,,[I 2 14],120,_0,CXX,110,,,,211,,Στιχηράριον etc. Sticherarium versiculi antiph. et Tractus etc. cum notis musicis,membranaceo,800,801,1000,greco,111,205,140,rilegato,pergamena,,,,,,,,,,,,,,,,
131,m0121_0,,,,[I 2 15],121,_0,CXXI,110,,,,211,,Λέοντος Βασιλέως Leonis Sapientis Homiliae,bombacino,1300,1301,1500,greco,459,210,145,rilegato,pelle con impressioni e due fermagli,,,,,,,,,,,,,,,,
132,m0122_0,,,,[I 2 16],122,_0,CXXII,111,,,,212,,Νιχεφόρου τοῦ Βλεμμίδου etc. Nicephori Blemmidae Commentarium in Psalmos et in Cantic.,membranaceo,1100,1101,1300,greco,290,198,140,rilegato,cartoncino,,,,,,,,,,,,,,,,
133,m0123_0,,,,[I 2 17],123,_0,CXXIII,112,,,,213,,Νιχεφόρου etc. idem opus,cartaceo,1700,1701,1800,greco,137,195,145,rilegato,pergamena,,,,,,,,,,,,,,,,
134,m0124_0,,,,[II 2 1],124,_0,CXXIV,113,,,,213,,Νιχεφόρου etc. idem opus,cartaceo,1700,1701,1800,greco,163,340,220,rilegato,,,,,,,,,,,,,,,,,
135,m0125_0,,,,[II 2 2],125,_0,CXXV,114,,,,213,,Ξιφιλὶνου Κατάσχωσις etc. Xiphilini Explicatio evangeliorum domenicalium,bombacino,1300,1301,1400,greco,379,300,214,rilegato,,,,,,,,,,,,,,,,,
136,m0126_0,,,,[II 2 3],126,_0,CXXVI,,,,,214,,Πινδάρου etc. Pindarus cum scholiis antiquis grec. Roma 1515,cartaceo,1500,1501,1600,greco,244,232,169,rilegato,legatura antica in pelle,,,,,,,,,,,,,,,,
137,m0127_0,,,,[II 2 4],127,_0,CXXVII,116,,,,215,,Κωνσταντίνου etc. Constantini imperatoris Liber tacticus,cartaceo,1575,1575,1600,greco,136,280,196,rilegato,legato in pergamena,,,,,,,,,,,,,,,,
138,m0128_0,,,,[II 2 5],128,_0,CXXVIII,117,,,,215,,Ασχληπίοθ απὸ φονῆς Αμμονίου etc. Asclepii Tralliani ex ore Ammonii Scholia in maius alpha libri Aristotelis post phisica,cartaceo,1500,1501,1600,greco,295,340,230,rilegato,legatura antica con assi coperte di pelle impressa,,,,,,,,,,,,,,,,
139,m0129_0,,,,[II 2 6],129,_0,CXXIX,118,,,,216,,"Τὰ προλεγόμενα τῆς φιλοσοφίας  Philosophiae prolegomena ex ore David piissime ac divini philosophi, eiusdem Comment. in introduct. Porphyrii et alia",cartaceo,1500,1501,1500,greco,354,338,240,rilegato,pergamena,,,,,,,,,,,,,,,,
140,m0130_0,,,,[II 2 7],130,_0,CXXX,119,,,,217,,Βασιλιου etc. Basilii Epistola prima canonica et alia,cartaceo,1475,1475,1500,greco,48,235,165,rilegato,pergamena,,,,,,,,,,,,,,,,
141,m0131_0,,,,[II 2 8],131,_0,CXXXI,120,,,,217,,Ὰριστοφάνους etc. Aristophanis Comoediae,cartaceo,1400,1401,1500,greco,131,230,162,rilegato,legatura in bulgaro con lo stemma dei duchi di Modena,,,,,,,,,,,,,,,,
142,m0132_0,,,,[II 2 9],132,_0,CXXXII,121,,,,218,,Ὲπιστολαὶ διαφόρων Epistolae diversorum,cartaceo,1500,1501,1700,greco,316,210,155,rilegato,pergamena,,,,,,,,,,,,,,,,
143,m0133_0,,,,[II 2 10],133,_0,CXXXIII,122,,,,218,,Miscellanea graeca,membranaceo e cartaceo,1200,1201,1800,greco,55,305,210,rilegato,cartoncino,,,,,,,,,,,,,,,,
144,m0134_0,,1,,[II 2 11],134,_0,CXXXIV,,,,,219,,Παραχλητιχή etc. Liber ecclesiasticus graecorum,membranaceo,1200,1201,1300,greco,78,280,220,rilegato,pergamena,,1,,,,,,,,,,,,,,
145,m0135_0,,,,[II 2 12],135,_0,CXXXV,123,,,,220,,"Titi Livii patav. Decades, L. Flori Epitomes",membranaceo,1400,1401,1500,,194,330,233,rilegato,assi coperte da pelli con impressioni in oro e stemma gentilizio,,,,,,,,,,1,,1,1,,,
146,m0136_0,,,,[II 2 13],136,_0,CXXXVI,124,,,,220,,"Titi Livii patav. Decades, L. Flori Epitomes",membranaceo,1400,1401,1500,,214,352,245,rilegato,assi coperte da pelli con impressioni in oro e stemma gentilizio,,,,,,,,,,1,,1,1,,,
147,m0137_0,,,,[II 2 14],137,_0,CXXXVII,125,,,,220,,"Titi Livii patav. Decades, L. Flori Epitomes",membranaceo,1400,1401,1500,,208,360,250,rilegato,assi coperte da pelli con impressioni in oro e stemma gentilizio,,,,,,,,,,1,,1,1,,,
148,m0138_0,,,,[II 2 15],138,_0,CXXXVIII,126,,,,221,,Plautus M. Accius: Comoediae,membranaceo,1400,1401,1500,,107,300,213,rilegato,assi ricoperte di pelle con impressioni,,,,,,,,,,1,,,1,1,,
149,m0139_0,,,,[II 2 16],139,_0,CXXXIX,127,,,,221-222,,Plauti M. Accii Comoediae,membranaceo,1400,1401,1500,,112,250,172,rilegato,assi ricoperte di pelle,,,,,,,,,,1,,1,1,1,,
150,m0140_0,,,,[II 2 17],140,_0,CXL,128,,,,222,,Plautus M. Accius: Comoediae,cartaceo,1400,1401,1500,,141,305,210,rilegato,mezza pelle,,,,,,,,,,,1,,1,,,
151,m0141_0,,,,[II 2 18],141,_0,CXLI,129,,,,222,,P. Valerius Maximus: Dictorum factorumque memorabilium,membranaceo,1300,1301,1400,,154,275,193,rilegato,cartoncino,,,,,,,,,,1,,1,1,,1,
152,m0142_0,,,,[III 2 1],142,_0,CXLII,130,,,,223,,Iustini Hectoris de Fontanellis Trogi Pompei Histor. epitomen,membranaceo,1400,1401,1500,,97,270,175,rilegato,pergamena,,,,,,,,,,1,,1,1,1,1,
153,m0143_0,,,,[III 2 2],143,_0,CXLIII,131,,,,223,,P. Terentius Afric.: Comoediae,membranaceo,1400,1401,1500,,101,270,170,rilegato,assi ricoperte di pelle,,,,,,,,,,1,,1,1,1,,
154,m0144_0,,,,[III 2 3],144,_0,CXLIV,132,,,,224,,P. Terentii Comoediae,membranaceo,1400,1401,1500,,103,255,170,rilegato,cartoncino mezza pelle,,,,,,,,,,,,,,1,,
155,m0145_0,,,,[III 2 4],145,_0,CXLV,133,,,,224,,P. Virgilius Maro: Bucolicor. et Georgicor. libri,membranaceo,1400,1401,1500,,42,256,168,rilegato,assi coperte di pelle,,,,,,,,,,1,,1,1,1,,
156,m0146_0,,,,[III 2 5],146,_0,CXLVI,134,,,,224-225,,"D. Iu. Iuvenalis Satyrae, Oratii Flaci liber De arte poetica",membranaceo e cartaceo,1400,1401,1500,,86,225,170,rilegato,mezza pelle,,,,,,,,,,1,,1,1,,,
157,m0147_0,,,,[III 2 6],147,_0,CXLVII,135,,,,225,,Dec. Iu. Iuvenalis Satyrae,membranaceo,1400,1401,1500,,67,230,160,rilegato,mezza pelle,,,,,,,,,,1,,1,1,,,
158,m0148_0,,,,[III 2 7],148,_0,CXLVIII,136,,,,225,,D. Iun. Iuvenalis Satirae,membranaceo,1400,1401,1500,,94,234,170,rilegato,mezza pelle,,,,,,,,,,1,,1,,1,,
159,m0149_0,,,,n.d.,149,_0,CXLIX,137,,,,226,non presente in Biblioteca dal 1797,Decii Iun. Iuvenalis Aquinitatis lib. quinque et Oratii Flacci librum De arte poetica,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
160,m0150_0,,,,[III 2 8],150,_0,CL,138,,,,226,,Q. Curtius: De rebus gestis Alexandri M. regis maced.,cartaceo,1400,1401,1500,,144,245,165,rilegato,assi ricoperte in pelle con impressioni,,,,,,,,,,1,,1,,,,
161,m0151_0,,,,[III 2 9],151,_0,CLI,139,,,,226,,Aesopus: Fabulae e graeco in latinum,cartaceo,1500,1501,1600,,29,205,155,rilegato,,,,,,,,,,,,,,,,,
162,m0152_0,,,,[III 2 10],152,_0,CLII,140,,,,226,,P. Ovidius Naso: Fastorum libr. sex,membranaceo,1400,1401,1500,,88,204,145,rilegato,pergamena,,,,,,,,,,,,,,,,
163,m0153_0,,,,[III 2 11],153,_0,CLIII,141,,,,227,,Orationes et epistolae diversor. auctorum,cartaceo,1500,1501,1600,,49,225,160,rilegato,cartoncino,,,,,,,,1,1980,,,,,,,
164,m0154_0,,,,[III 2 12],154,_0,CLIV,142,,,,227-228,,"M. Tu. Cicero: De senectute et amicitia, Leon. Aretini Epistola",membranaceo,1400,1401,1500,,60,236,160,rilegato,assi coperte in pelle con impressioni,,,,,,,,,,1,,1,1,,,
165,m0155_0,,,,[III 2 13],155,_0,CLV,143,,,,228,,M. Tu. Cicero: De clar. oratoribus ac Brutum,membranaceo,1400,1401,1500,,60,215,133,rilegato,pergamena,,,,,,,,,,1,,1,1,,,
166,m0156_0,,,,[III 2 14],156,_0,CLVI,145,,,,229,,M. Tul. Cicero: De officiis,cartaceo,1425,1425,1500,,93,200,145,rilegato,assi coperte di pelle,,,,,,,,,,,,,,1,,
167,m0157_0,,,,[III 2 15],157,_0,CLVII,144,,,,229,,"M.T. Cicero: De amicitia, De senectute et Paradoxa",membranaceo,1400,1401,1600,,109,195,130,rilegato,mezza pelle,,,,,,,,,,1,,1,1,,,
168,m0158_0,,,,[III 2 16],158,_0,CLVIII,146,,,,229,,M.Tu. Cicero: Rhetoricorum lib. ad Herennium,cartaceo,1400,1401,1500,,136,198,150,rilegato,assi,,,,,,,,,,,1,,,,,
169,m0159_0,,,,[III 2 17],159,_0,CLIX,148,,,,230,,M. Tu. Cicero: Epistulae familiares,membranaceo,1400,1401,1500,,38,160,110,rilegato,assi coperte di pelle,,,,,,,,,,1,,1,,,,
170,m0160_0,,,,[III 2 18],160,_0,CLX,149,,,,230,,"M. Tu. Cicero: De senectute, De amicitia et Paradoxa",membranaceo,1400,1401,1500,,90,165,115,rilegato,assi ricop. di pelle,,,,,,,,,,1,,1,1,,,
171,m0161_0,,,,[III 2 19],161,_0,CLXI,149,,,,230,,M.Tu. Cicero: De amicitia ad Atticum,membranaceo,1400,1401,1500,,50,118,188,rilegato,,,,,,,,,,,1,,1,1,,,
172,m0162_A,,,,[III 2 20],162,_A,CLXII A,147,,,,231,,Au. Persii Flacci et Iuvenalis Satyrae,membranaceo,1400,1401,1500,,78,275,155,rilegato,assi coperte di pelle con impressioni,,,,,,,,,,,,1,,1,,
173,m0162_B,,,,[III 2 21],162,_B,CLXII B,147,,,,231,,A. Persii et D.I. Iuvenalis Satyrae cum glossis,membranaceo,1450,1451,1500,,128,198,145,rilegato,mezza pelle,,,,,,,,,,1,,1,1,,,
174,m0163_0,,1,,[III 2 22],163,_0,CLXIII,150,,,,231-232,,"Claudiani Epigrammata, M. Catonis Dicta ad filium",membranaceo,1000,1001,1100,,35,200,135,rilegato,cartoncino,,,,,,,,,,,,,,,,
175,m0164_0,,,,[III 2 23],164,_0,CLXIV,151,,,,232,,P. Virgilii Maronis Aeneidos l. XII cum notis,membranaceo,1400,1401,1500,,167,180,115,rilegato,assi ricoperte di pelle con impressioni,,,,,,,,,,1,,1,1,1,,
176,m0165_0,,,,[III 2 24],165,_0,CLXV,152,,,,232,,P. Virgilii Maronis Bucolicorum et Georgicorum libri,membranaceo,1400,1401,1500,,51,250,165,rilegato,assi coperte di pelle con impressioni,,,,,,,,,,1,,1,1,,,
177,m0166_0,,,,[III 2 25],166,_0,CLXVI,153,,,,233,,Mauri Servi Honorati Comment. in Virgilium,cartaceo,1400,1401,1500,,344,335,230,rilegato,assi,,,,,,,,,,,,,,,,
178,m0167_0,,,,[III 2 26],167,_0,CLXVII,154,,,,233,,Abaldi liber De minuciis,cartaceo,1300,1301,1500,,44,213,153,rilegato,pergamena,,,,,,,,,,,1,,,,,
179,m0168_0,,1,,[V 2 1],168,_0,CLXVIII,155,,,,233-236,,Flores moralium auctoritatum,membranaceo,1325,1325,1400,,28,280,205,rilegato,pergamena,,,,,,,,,,,1,,,1,,
180,m0169_0,,,,[V 2 2],169,_0,CLXIX,156,,,,236,,Prisciani Caesariens. De ordinatione partium orationis cum notis,membranaceo,1400,1401,1500,,63,176,120,rilegato,assi coperte di pelle,,,,,,,,1,,,,,,,,
181,m0170_0,,,,[V 2 3],170,_0,CLXX,157,,,,236-237,,Heleni Acronis Comment. in Horatium,membranaceo,1450,1451,1500,,147,235,165,rilegato,pergamena,,,,,,,,,,,,,,,,
182,m0171_0,,,,[V 2 4],171,_0,CLXXI,158,,,,237,,Miscellanea fragmenta latina,membranaceo,1400,1401,1500,,5,247,175,rilegato,cartoncino,,,,,,,,,,,,,,,,
183,m0171A0,,,,[V 2 5],171,A0,CLXXI A,,,,,238,,Miscellanea latina,membranaceo,1200,1201,1300,,9,208,145,rilegato,cartoncino,,,,,,,,,,,,,,,,
184,m0172_0,,,,[III A 3],172,_0,CLXXII,180,,,,238-239,,Iustiniani imperat. Codex cum notis,membranaceo,1100,1101,1200,,221,430,270,rilegato,mezza pelle,,,,,,,,,,,,,,1,1,
185,m0173_0,,,,[III A 4],173,_0,CLXXIII,181,,,,239,,Iustiniani imperat. Codex cum densis marginalibus notis,membranaceo,1250,1251,1300,,178,410,242,rilegato,assi ricoperte di pelle,,,,,,,,,,1,,1,1,1,1,
186,m0173A0,,,,[V 2 6],173,A0,CLXXIII A,,,,,239-240,,Iustiniani fragmenta,membranaceo,900,901,1000,,1,285,210,rilegato,,,,,,,,,,,,,,,,,
187,m0174_0,,,,[III A 5],174,_0,CLXXIV,165,,,,240,,Iustiniani imper. Institutiones iuris civilis cum annotat.,membranaceo,1300,1301,1400,,65,415,280,rilegato,mezza pelle,,,,,,,,,,,,1,,1,,
188,m0175_0,,,,[III A 6],175,_0,CLXXV,160,,,,240-241,,D. Cyni de Synibaldis pistoriensis Lectura in duas partes divisa,membranaceo,1300,1301,1300,,78,470,290,rilegato,,,,,,,,,,,1,1,1,1,,,
189,m0176_0,,,,[III A 7],176,_0,CLXXVI,182,,,,241,,Commentaria in librum Digestorum seu Pandectarum,membranaceo,1300,1301,1500,,140,360,220,rilegato,mezza pelle,,,,,,,,,,,,1,,,,
190,m0177_0,,,,[III A 8],177,_0,CLXXVII,162,,,,241-242,,"De Ferraris Io. Petri, De Ancherano D. Petri et Dini de Musellis Practica",cartaceo,1400,1401,1500,,290,421,290,rilegato,assi,,,,,,,,,,1,,1,,1,1,
191,m0178_0,,,,[III A 9],178,_0,CLXXVIII,163,,,,242,,Durandi Guill. Speculum Judiciale,membranaceo,1300,1301,1400,,321,420,270,rilegato,,,,,,,,,,,1,,1,1,1,1,
192,m0179_0,,,,[III A 10],179,_0,CLXXIX,186,,,,242-243,,A Corneto Tancredi Praxis juridica et Goffredi de Trano Summa super Decretal.,membranaceo,1300,1301,1400,,138,310,200,rilegato,assi,,,,,,,,,,,,,,1,1,
193,m0180_0,,,,[III A 11],180,_0,CLXXX,175,,,,243,,De Sancto Petro Floriani Commentaria super lib. XI Digestor.,cartaceo,1425,1425,1500,,237,410,290,rilegato,pergamena,,,,,,,,,,,,,,,,
194,m0181_0,,,,[III A 12],181,_0,CLXXXI,175,,,,243-244,,De Dionisiis Pauli Consilia et aliorum,cartaceo,1400,1401,1500,,53,410,288,rilegato,cartoncino,,,,,,,,,,,,,,,,
195,m0182_0,,,,[IV A 1],182,_0,CLXXXII,179,,,,244,,Gregorii pap. XI Decretalium lib. V cum glossis et Ioannis Andreae Summa,membranaceo,1300,1301,1400,,390,394,260,rilegato,assi coperte di pelle con fermagli e due cantoni custoditi da piastre in metallo,,,,,,,,,,1,1,1,1,,,
196,m0183_0,,,,[IV A 2],183,_0,CLXXXIII,178,,,,245,,Ioannis Andreae a Mugellano Apparatus super Clementinas cum glossis,membranaceo,1300,1301,1400,,50,420,272,rilegato,"assi coperte di pelle, ai cantoni piastre di ferro",,,,,,,,,,1,,1,1,,,
197,m0184_0,,,,[IV A 3],184,_0,CLXXXIV,164,,,,245,,Gratiani de Clusio Concordantia canonum,membranaceo,1300,1301,1400,,260,420,260,rilegato,mezza pelle,,,,,,,,,,,1,1,,1,1,
198,m0185_0,,,,[IV A 4],185,_0,CLXXXV,167,,,,246,,Bonifacius P. VIII: liber VI Decretalium cum glossis,membranaceo,1300,1301,1400,,133,450,278,rilegato,"assi ricoperte di pelle, gli angoli custoditi da piastre in ottone e 4 fermagli",,,,,,,,1,1972,1,,1,1,,,
199,m0186_0,,,,[IV A 5],186,_0,CLXXXVI,176,,,,246,,Antonii de Butrio bonon. Lectura super lib. I primae partis Decretalium,cartaceo,1400,1401,1500,,266,240,298,rilegato,mezza pelle,,,,,,,,,,,1,,,1,1,
200,m0187_0,,,,[IV A 6],187,_0,CLXXXVII,166,,,,247,,Antonii de Butrio bonon. Lectura super libro primo Decretalium,cartaceo,1400,1401,1500,,251,440,292,rilegato,mezza pelle,,,,,,,,,,1,,1,1,1,1,
201,m0188_0,,,,[IV A 7],188,_0,CLXXXVIII,159,,,,247,,Antonii de Butrio bon. Lectura super libro II Decretalium cum notis P. Dionisii,cartaceo,1400,1401,1500,,389,430,283,rilegato,assi,,,,,,,,,,1,1,1,1,1,1,
202,m0189_0,,,,[IV A 8],189,_0,CLXXXIX,174,,,,248,,Antonii de Butrio bonon. Super libro IV Decretalium,cartaceo,1400,1401,1500,,338,435,295,rilegato,mezza pelle,,,,,,,,,,,,1,1,,,
203,m0190_0,,,,[IV A 9],190,_0,CXC,184,,,,248,,Benedicti Caprae de Perusio Comm. in lib. III Decretalium,cartaceo,1400,1401,1500,,180,295,220,rilegato,"tavole, un fermaglio",,,,,,,,,,,,,1,1,,
204,m0191_0,,,,[IV A 10],191,_0,CXCI,168,,,,249,,Dominicus a S. Geminiano: Comment. in lib. VI Decretalium pars Ia,cartaceo,1400,1401,1500,,344,440,280,rilegato,,,,,,,,,,,1,,1,1,1,1,
205,m0192_0,,,,[IV A 11],192,_0,CXCII,177,,,,249,,Dominicus de S. Geminiano: Commentar. IIae partis super VI Decretalium,cartaceo,1400,1401,1500,,242,435,225,rilegato,mezza pelle,,,,,,,,,,1,,1,1,,,
206,m0193_0,,,,[IV A 12],193,_0,CXCIII,171,,,,249-250,,Iacobis de Zochis Lectura sup. IV lib. Decretalium,cartaceo,1400,1401,1500,,396,418,295,rilegato,mezza pelle,,,,,,,,,,,,1,1,,,
207,m0194_0,,,,[V A 1],194,_0,CXCIV,169,,,,250,,Hugotionis seu Hugonis Comment. in Decretal.,membranaceo,1317,1301,1318,,459,430,270,rilegato,assi,,,,,,,,,,1,,1,1,1,1,
208,m0195_0,,,,[V 2 8],195,_0,CXCV,183,,,,250-251,,Goffridus de Grano: Summa super titulis Decretalium,membranaceo,1300,1301,1400,,134,368,254,rilegato,assi e due fermagli,,,,,,,,,,,1,,1,,,
209,m0196_0,,,,[V A 2],196,_0,CXCVI,161,,,,251,,Franciscus Zabarella: Commentaria super Clementinas,cartaceo,1400,1401,1500,,274,440,285,rilegato,"tavole, due fermagli",,,,,,,,,,1,,1,1,,,
210,m0197_0,,,,[V 2 9],197,_0,CXCVII,172,,,,251,,Reformationes super lib. Decretalium et Clementinarum,cartaceo,1300,1301,1400,,271,290,215,rilegato,mezza pelle,,,,,,,,,,,,,,,,
211,m0198_0,,,,[V A 3],198,_0,CXCVIII,170,,,,252,,Baldi seu Ubaldi perusini Lectura seu Comment. in Codicem,cartaceo,1400,1401,1500,,297,434,290,rilegato,mezza pelle,,,,,,,,,,,,,,,,
212,m0199_0,,,,[V 2 10],199,_0,CXCIX,409,,,,252,,Liber iuris civilis civitatis Veronae,membranaceo,1225,1225,1300,,57,400,250,rilegato,pelle con impressioni e fermagli,,,,,,,,,,,1,,,1,1,
213,m0201_0,,,,[V 2 11],201,_0,CCI,190,,,,253,,Leges et Statuta civit. Veronae,membranaceo,1400,1401,1500,,208,328,225,rilegato,assi,,,,,,,,,,,1,1,,1,,
214,m0202_0,,,,[V 2 12],202,_0,CCII,390,,,,253,,Statutorum civitatis Veronae liber secundus et tertius,membranaceo,1450,1451,1500,,83,298,200,rilegato,mezza pelle,,,,,,,,,,,1,,1,1,,
215,m0203_0,,,,[V 2 13],203,_0,CCIII,191,,,,254,,Bartholomeus Monselice: Municipalia civitatis Veronae,cartaceo,1600,1601,1700,,425,325,230,rilegato,pergamena,,,,,,,,,,,,,,,,
216,m0204_0,,,,[V 2 14],204,_0,CCIV,189,,,,254-255,mancano 5 carte,Ioannes Mansionarius: Historia imperialis,membranaceo,1300,1301,1400,,246,365,250,rilegato,cartoncino,,,,,,,,,,,,1,,1,,
217,m0205_0,,,,[V 2 15],205,_0,CCV,194,,,,255-256,,Marzagaie veronens. De gestis modernis libri quatuor,cartaceo,1400,1401,1400,,86,388,285,rilegato,mezza pelle,,,,,,,,,,,,,,1,,
218,m0206_0,,,,[V 2 16],206,_0,CCVI,194,,,,256-257,,Diversorum auctorum Opuscula varia,cartaceo,1500,1501,1600,,216,305,205,rilegato,pergamena,,,,,,,,,,,,,,,,
219,m0207_0,,,,[V 2 17],207,_0,CCVII,203,,,,257,,Guillelmus de Nangiaco: Chronica universalis ab initio mundi ad an. 1300,membranaceo,1300,1301,1400,,387,305,212,rilegato,pelle,,,,,,,,,,,,,,1,,
220,m0208_0,,,,[V 2 18],208,_0,CCVIII,204,,,,258-259,,Miscellanea,cartaceo,1375,1375,1500,,78,288,210,rilegato,,,,,,,,,,,,,,,,,
221,m0209_0,,,,[V 2 19],209,_0,CCIX,185,,,,260,,Fr. Petrus de Tarentasia ord. Praedic.: Comment. in I librum Sententiarum,membranaceo,1300,1301,1400,,128,310,235,rilegato,assi ricoperte in pelle,,,,,,,,,,,,1,,,,
222,m0210_0,,,,[V 2 20],210,_0,CCX,173,,,,260,,Ioannes Scotus: Comment. in lib I et II Sententiarum,membranaceo,1450,1451,1500,,217,340,252,rilegato,,,,,,,,,,,1,,,1,,,
223,m0211_0,,,,[V 2 21],211,_0,CCXI,187,,,,261,,F. Aegidius de Columna et August. de Ancona: Quaestion. super Apocalypsim,cartaceo,1300,1301,1500,,156,298,218,rilegato,assi e due fermagli,,,,,,,,,,,,1,,,,
224,m0212_0,,,,[VI 2 1],212,_0,CCXII,188,,,,261,,S. Bernardi Epistola et Fr. Bartholomei de Pisis Summa casuum coscientiae,cartaceo,1400,1401,1400,,260,215,150,rilegato,mezza pelle,,,,,,,,,,,,,,1,,
225,m0213_0,,,,[VI 2 2],213,_0,CCXIII,205,,,,261-262,,S. Antonius florentin. archiep. Summa penitentiae,cartaceo,1450,1451,1500,,74,285,205,rilegato,"assi, un fermaglio",,,,,,,,,,,,,,1,,
226,m0214_0,,,,[VI 2 3],214,_0,CCXIV,207,,,,262,,S. Antonius ep. florentin.: Summula confessionis,cartaceo,1475,1475,1500,,149,155,108,rilegato,pergamena,,,,,,,,,,,1,1,1,1,,
227,m0215_0,,,,[VI 2 4],215,_0,CCXV,415,,,,263,,S. Antonini Summula confessionalis,cartaceo,1400,1401,1500,,148,143,105,rilegato,mezza pergamena,,,,,,,,,,,,,,1,,
228,m0216_0,,,,[VI 2 5],216,_0,CCXVI,208,,,,263,,S. Raymundi de Pennafort Summa cum glossis Iohannis de Friburgo,membranaceo,1400,1401,1500,,278,152,105,rilegato,assi coperte di pelle con 5 borchie e 2 fermagli,,,,,,,,,,,,1,1,1,1,
229,m0217_0,,,,[VI 2 6],217,_0,CCXVII,209,,,,264,,Summa sententiarum et alia,membranaceo,1300,1301,1400,,56,240,165,rilegato,tavole,,,,,,,,,,,,,,1,,
230,m0218_0,,,,[VI 2 7],218,_0,CCXVIII,210,,,,264,,S. Laurentii Iustiniani De spirituali et casto verbi ac animae connubio,membranaceo,1400,1401,1500,,177,168,120,rilegato,"assi coperte di pelle, un fermaglio",,,,,,,,,,,,,,1,,
231,m0219_0,,,,[VI 2 8],219,_0,CCXIX,211,,,,264-265,,S. Bernardi ab. Apotheca Spiritus Sancti seu De modo bene vivendi,membranaceo,1500,1501,1600,,102,230,160,rilegato,assi coperte di pelle con belle impressioni,,,,,,,,,,1,,1,1,1,,
